UB,LB,Time
5.241471303481131e6,209.979,0.388145693
1.4289717535442266e10,209.979,1.59174421
2.667631549343063e6,209.979,1.233837597
1.3370617008279182e6,209.979,0.902294321
668842.1848529533,209.979,0.965759818
1.1040014416487017e6,223.58410327598162,1.3108051920000001
334533.7287402731,223.58410327598162,1.1832524309999999
781364.4875713583,224.68233897980363,1.172322946
167379.2055362724,224.68233897980363,1.1900970370000001
96895.90110764008,224.68233897980363,1.0679375359999999
150472.65462872796,224.68233897980363,1.138298841
146559.7092359215,224.68233897980363,1.175728922
5.148373097768398e7,224.68233897980357,1.163128363
205756.32120147414,224.68233897980357,1.379814891
1.642291161305866e8,224.68233897980357,1.2430876199999998
9.576536751909438e7,224.68233897980357,1.714985303
59359.03981315156,224.6823389798036,1.2976193589999998
62166.55145399606,348.55437524422564,1.552626103
54370.74550513811,379.0552652957115,1.790612659
68557.12786847475,384.1781536391052,1.571734475
6.129363632316875e7,384.7314938329232,1.6882770599999999
3.103764912785742e9,384.7314936887371,1.5978489759999999
372052.2172466351,2688.2653465985086,1.454970755
131382.30009560296,5265.711066907184,1.6191148579999999
1.151771705089271e7,6683.704094055633,1.523043444
50946.95628923827,7199.618144690408,1.476623733
19479.134515543872,7355.681970838807,1.592024643
35224.609408239165,7360.95251272514,1.684513475
19205.773677089765,8493.33501701901,1.6041122159999999
14433.741629969034,8677.743687456707,1.4577166730000002
17350.968015843257,8688.060988838784,2.8476385200000003
10923.882079020032,9377.316729674407,1.771722249
19015.44660094433,9569.911599417042,1.685987973
12668.248239876,9750.64292831131,1.7330125740000002
10393.621331874649,9795.259476780775,1.829502659
11138.033698225485,9809.334883017524,1.718887061
11332.0330881411,9849.087284833018,1.8249347790000001
10481.882917505853,9901.41766480857,1.9223428139999998
10170.932866027026,9922.953616919345,1.996974294
10240.814002905983,9924.944771506125,1.676526929
10161.677465353705,9951.181504257489,1.773926097
10102.86479490009,9970.691937073017,2.067435352
10097.253506216686,9972.613389860839,1.850127706
10068.78801174545,9977.948764494387,2.112845982
10041.055296381928,9979.114880506182,3.2780899110000004
16597.590675111784,9983.216064978042,1.591371414
10337.416713017152,9991.961130638258,1.881289238
10060.200022661438,9997.090197272715,1.942684385
10079.506740330433,9998.928696361254,2.062219487
10040.919637758512,10001.482404465787,2.1151428680000004
10026.328169376042,10003.321175038698,1.9440882
10067.758817570999,10006.64678828849,2.074381181
10027.118686243266,10007.624909369624,2.195647272
10016.81746625768,10008.108970191446,2.04625801
10636.914312081042,10009.565829460626,1.9268315690000002
10039.581937585366,10010.916449608048,2.6986353810000003
10015.720887595862,10011.602915592375,2.1618184609999997
10035.16333855534,10011.723102552234,2.514352
10052.684063172757,10012.015828473144,2.503586662
10013.960671316596,10012.309447734384,2.17045428
10020.198165896829,10012.398866271717,1.99640291
10015.621436863052,10012.651232778793,2.5623656820000003
10013.396517242201,10012.730714277714,2.532972172
